from,to,value,id
canceled,25% - 50%,1,1749716628-3
CA,Fashion,3,1749916118-0
Fashion,> 50 days,3,1749916118-1
> 50 days,failed,3,1749916118-2
failed,25% - 50%,3,1749916118-3
FR,Music,5,1750128147-0
Music,30-50 days,5,1750128147-1
30-50 days,failed,5,1750128147-2
failed,< 10%,5,1750128147-3
NO,Games,1,1750438086-0
Games,10-20 days,1,1750438086-1
10-20 days,canceled,1,1750438086-2
canceled,< 10%,1,1750438086-3
NL,Design,2,1750442022-0
Design,10-20 days,2,1750442022-1
10-20 days,successful,2,1750442022-2
successful,120% - 200%,2,1750442022-3
SG,Fashion,3,1750830825-0
Fashion,20-30 days,3,1750830825-1
20-30 days,failed,3,1750830825-2
failed,25% - 50%,3,1750830825-3
NL,Design,1,1750928393-0
Design,30-50 days,1,1750928393-1
30-50 days,canceled,1,1750928393-2
canceled,25% - 50%,1,1750928393-3
NL,Film & Video,5,1750986700-0
Film & Video,10-20 days,5,1750986700-1
10-20 days,failed,5,1750986700-2
failed,< 10%,5,1750986700-3
AU,Design,1,1751018015-0
Design,30-50 days,1,1751018015-1
30-50 days,canceled,1,1751018015-2
canceled,100% - 120%,1,1751018015-3
MX,Publishing,2,1751060309-0
Publishing,> 50 days,2,1751060309-1
> 50 days,successful,2,1751060309-2
successful,120% - 200%,2,1751060309-3
FR,Music,1,1751110162-0
Music,< 10 days,1,1751110162-1
< 10 days,failed,1,1751110162-2
failed,10% - 25%,1,1751110162-3
GB,Photography,1,1751671507-0
Photography,40-50 days,1,1751671507-1
40-50 days,live,1,1751671507-2
live,< 10%,1,1751671507-3
NZ,Games,1,1753206227-0
Games,10-20 days,1,1753206227-1
10-20 days,canceled,1,1753206227-2
canceled,50% - 100%,1,1753206227-3
US,Food,1,1753363454-0
Food,40-50 days,1,1753363454-1
40-50 days,live,1,1753363454-2
live,10% - 25%,1,1753363454-3
ES,Games,1,1753757386-0
Games,> 50 days,1,1753757386-1
> 50 days,live,1,1753757386-2
live,< 10%,1,1753757386-3
ES,Publishing,2,1753973983-0
Publishing,10-20 days,2,1753973983-1
10-20 days,failed,2,1753973983-2
failed,< 10%,2,1753973983-3
DK,Art,1,1754058070-0
Art,> 50 days,1,1754058070-1
> 50 days,successful,1,1754058070-2
successful,> 200%,1,1754058070-3
DE,Fashion,1,1754357079-0
Fashion,10-20 days,1,1754357079-1
10-20 days,failed,1,1754357079-2
failed,50% - 100%,1,1754357079-3
DE,Games,1,1754708616-0
Games,40-50 days,1,1754708616-1
40-50 days,failed,1,1754708616-2
failed,50% - 100%,1,1754708616-3
DK,Journalism,2,1754786453-0
Journalism,20-30 days,2,1754786453-1
20-30 days,failed,2,1754786453-2
failed,< 10%,2,1754786453-3
NO,Publishing,2,1754972625-0
Publishing,40-50 days,2,1754972625-1
40-50 days,failed,2,1754972625-2
failed,< 10%,2,1754972625-3
MX,Music,4,1755164174-0
Music,> 50 days,4,1755164174-1
> 50 days,live,4,1755164174-2
live,< 10%,4,1755164174-3
FR,Film & Video,2,1755363863-0
Film & Video,> 50 days,2,1755363863-1
> 50 days,failed,2,1755363863-2
failed,25% - 50%,2,1755363863-3
AU,Design,2,1755604739-0
Design,10-20 days,2,1755604739-1
10-20 days,failed,2,1755604739-2
failed,25% - 50%,2,1755604739-3
AT,Food,1,1755765998-0
Food,40-50 days,1,1755765998-1
40-50 days,successful,1,1755765998-2
successful,120% - 200%,1,1755765998-3
IE,Games,2,1756132669-0
Games,20-30 days,2,1756132669-1
20-30 days,canceled,2,1756132669-2
canceled,50% - 100%,2,1756132669-3
CA,Publishing,1,1756145145-0
Publishing,20-30 days,1,1756145145-1
20-30 days,live,1,1756145145-2
live,25% - 50%,1,1756145145-3
DK,Music,2,1756403641-0
Music,20-30 days,2,1756403641-1
20-30 days,successful,2,1756403641-2
successful,> 200%,2,1756403641-3
CA,Photography,1,1756644766-0
Photography,> 50 days,1,1756644766-1
> 50 days,failed,1,1756644766-2
failed,25% - 50%,1,1756644766-3
SE,Design,1,1757032586-0
Design,10-20 days,1,1757032586-1
10-20 days,successful,1,1757032586-2
successful,100% - 120%,1,1757032586-3
FR,Journalism,1,1757186952-0
Journalism,10-20 days,1,1757186952-1
10-20 days,canceled,1,1757186952-2
canceled,< 10%,1,1757186952-3
CH,Design,6,1757273028-0
Design,> 50 days,6,1757273028-1
> 50 days,failed,6,1757273028-2
failed,< 10%,6,1757273028-3
DE,Design,1,1757362633-0
Design,> 50 days,1,1757362633-1
> 50 days,canceled,1,1757362633-2
canceled,100% - 120%,1,1757362633-3
BE,Games,1,1757372768-0
Games,40-50 days,1,1757372768-1
40-50 days,failed,1,1757372768-2
failed,25% - 50%,1,1757372768-3
MX,Fashion,1,1757442815-0
Fashion,20-30 days,1,1757442815-1
20-30 days,failed,1,1757442815-2
failed,25% - 50%,1,1757442815-3
GB,Technology,7,1757447330-0
Technology,10-20 days,7,1757447330-1
10-20 days,successful,7,1757447330-2
successful,120% - 200%,7,1757447330-3
GB,Publishing,1,17579292-0
Publishing,20-30 days,1,17579292-1
20-30 days,live,1,17579292-2
live,50% - 100%,1,17579292-3
AU,Comics,2,1758002648-0
Comics,30-50 days,2,1758002648-1
30-50 days,canceled,2,1758002648-2
canceled,< 10%,2,1758002648-3
IT,Design,1,1758054133-0
Design,> 50 days,1,1758054133-1
> 50 days,suspended,1,1758054133-2
suspended,120% - 200%,1,1758054133-3
IT,Games,3,1758102158-0
Games,10-20 days,3,1758102158-1
10-20 days,successful,3,1758102158-2
successful,100% - 120%,3,1758102158-3
NO,Games,2,1758159802-0
Games,20-30 days,2,1758159802-1
20-30 days,failed,2,1758159802-2
failed,25% - 50%,2,1758159802-3
ES,Publishing,1,1758570549-0
Publishing,20-30 days,1,1758570549-1
20-30 days,failed,1,1758570549-2
failed,25% - 50%,1,1758570549-3
US,Dance,1,1759726033-0
Dance,20-30 days,1,1759726033-1
20-30 days,live,1,1759726033-2
live,10% - 25%,1,1759726033-3
AT,Technology,1,1759789985-0
Technology,30-50 days,1,1759789985-1
30-50 days,successful,1,1759789985-2
successful,120% - 200%,1,1759789985-3
IE,Theater,1,1760096817-0
Theater,20-30 days,1,1760096817-1
20-30 days,canceled,1,1760096817-2
canceled,< 10%,1,1760096817-3
CA,Comics,5,1760381751-0
Comics,10-20 days,5,1760381751-1
10-20 days,failed,5,1760381751-2
failed,< 10%,5,1760381751-3
SE,Art,5,1760685207-0
Art,10-20 days,5,1760685207-1
10-20 days,successful,5,1760685207-2
successful,> 200%,5,1760685207-3
NZ,Games,1,1760871033-0
Games,20-30 days,1,1760871033-1
20-30 days,canceled,1,1760871033-2
canceled,25% - 50%,1,1760871033-3
CA,Design,2,1760932102-0
Design,30-50 days,2,1760932102-1
30-50 days,live,2,1760932102-2
live,25% - 50%,2,1760932102-3
CA,Technology,1,1761172984-0
Technology,< 10 days,1,1761172984-1
< 10 days,failed,1,1761172984-2
failed,25% - 50%,1,1761172984-3
DE,Technology,1,1761423585-0
Technology,> 50 days,1,1761423585-1
> 50 days,live,1,1761423585-2
live,> 200%,1,1761423585-3
CH,Journalism,3,176147458-0
Journalism,20-30 days,3,176147458-1
20-30 days,failed,3,176147458-2
failed,< 10%,3,176147458-3
US,Journalism,2,1761667806-0
Journalism,< 10 days,2,1761667806-1
< 10 days,failed,2,1761667806-2
failed,50% - 100%,2,1761667806-3
US,Design,1,1761675549-0
Design,30-50 days,1,1761675549-1
30-50 days,suspended,1,1761675549-2
suspended,100% - 120%,1,1761675549-3
MX,Film & Video,1,1761844597-0
Film & Video,20-30 days,1,1761844597-1
20-30 days,live,1,1761844597-2
live,10% - 25%,1,1761844597-3
SE,Food,1,1761932655-0
Food,30-50 days,1,1761932655-1
30-50 days,successful,1,1761932655-2
successful,> 200%,1,1761932655-3
AU,Crafts,2,1762619850-0
Crafts,< 10 days,2,1762619850-1
< 10 days,failed,2,1762619850-2
failed,< 10%,2,1762619850-3
NO,Comics,1,1762820872-0
Comics,40-50 days,1,1762820872-1
40-50 days,canceled,1,1762820872-2
canceled,< 10%,1,1762820872-3
CA,Comics,2,176300767-0
Comics,30-50 days,2,176300767-1
30-50 days,failed,2,176300767-2
failed,25% - 50%,2,176300767-3
BE,Art,1,1763301340-0
Art,> 50 days,1,1763301340-1
> 50 days,failed,1,1763301340-2
failed,10% - 25%,1,1763301340-3
HK,Technology,3,1763312980-0
Technology,30-50 days,3,1763312980-1
30-50 days,successful,3,1763312980-2
successful,100% - 120%,3,1763312980-3
SE,Technology,1,1763777412-0
Technology,> 50 days,1,1763777412-1
> 50 days,failed,1,1763777412-2
failed,10% - 25%,1,1763777412-3
FR,Technology,1,1764383711-0
Technology,> 50 days,1,1764383711-1
> 50 days,suspended,1,1764383711-2
suspended,10% - 25%,1,1764383711-3
BE,Photography,2,1764543436-0
Photography,> 50 days,2,1764543436-1
> 50 days,failed,2,1764543436-2
failed,< 10%,2,1764543436-3
LU,Technology,1,1764571496-0
Technology,30-50 days,1,1764571496-1
30-50 days,successful,1,1764571496-2
successful,> 200%,1,1764571496-3
N,0",Film & Video,2,1765162136-0
Film & Video,20-30 days,2,1765162136-1
20-30 days,successful,2,1765162136-2
successful,120% - 200%,2,1765162136-3
GB,Design,10,1766093250-0
Design,40-50 days,10,1766093250-1
40-50 days,canceled,10,1766093250-2
canceled,10% - 25%,10,1766093250-3
DE,Crafts,1,176616402-0
Crafts,40-50 days,1,176616402-1
40-50 days,live,1,176616402-2
live,< 10%,1,176616402-3
US,Music,2,1766207783-0
Music,10-20 days,2,1766207783-1
10-20 days,live,2,1766207783-2
live,50% - 100%,2,1766207783-3
GB,Games,3,176639474-0
Games,20-30 days,3,176639474-1
20-30 days,live,3,176639474-2
live,> 200%,3,176639474-3
SE,Comics,1,1766949195-0
Comics,20-30 days,1,1766949195-1
20-30 days,failed,1,1766949195-2
failed,25% - 50%,1,1766949195-3
CA,Food,2,176717589-0
Food,> 50 days,2,176717589-1
> 50 days,suspended,2,176717589-2
suspended,< 10%,2,176717589-3
AU,Crafts,1,1767493742-0
Crafts,10-20 days,1,1767493742-1
10-20 days,successful,1,1767493742-2
successful,120% - 200%,1,1767493742-3
AU,Games,4,1767622926-0
Games,40-50 days,4,1767622926-1
40-50 days,canceled,4,1767622926-2
canceled,< 10%,4,1767622926-3
ES,Fashion,1,1767658917-0
Fashion,40-50 days,1,1767658917-1
40-50 days,canceled,1,1767658917-2
canceled,< 10%,1,1767658917-3
IT,Music,1,1768267454-0
Music,20-30 days,1,1768267454-1
20-30 days,failed,1,1768267454-2
failed,25% - 50%,1,1768267454-3
NZ,Art,1,1768645784-0
Art,10-20 days,1,1768645784-1
10-20 days,canceled,1,1768645784-2
canceled,< 10%,1,1768645784-3
NO,Games,2,1768699108-0
Games,30-50 days,2,1768699108-1
30-50 days,successful,2,1768699108-2
successful,100% - 120%,2,1768699108-3
US,Theater,1,1768703174-0
Theater,30-50 days,1,1768703174-1
30-50 days,live,1,1768703174-2
live,25% - 50%,1,1768703174-3
FR,Film & Video,1,1768716481-0
Film & Video,20-30 days,1,1768716481-1
20-30 days,live,1,1768716481-2
live,< 10%,1,1768716481-3
US,Journalism,1,1768871338-0
Journalism,30-50 days,1,1768871338-1
30-50 days,suspended,1,1768871338-2
suspended,10% - 25%,1,1768871338-3
FR,Games,1,1768949460-0
Games,> 50 days,1,1768949460-1
> 50 days,canceled,1,1768949460-2
canceled,25% - 50%,1,1768949460-3
NL,Art,1,1768959823-0
Art,20-30 days,1,1768959823-1
20-30 days,canceled,1,1768959823-2
canceled,10% - 25%,1,1768959823-3
ES,Food,1,1768987710-0
Food,40-50 days,1,1768987710-1
40-50 days,successful,1,1768987710-2
successful,100% - 120%,1,1768987710-3
GB,Photography,2,1769013916-0
Photography,10-20 days,2,1769013916-1
10-20 days,failed,2,1769013916-2
failed,50% - 100%,2,1769013916-3
SE,Fashion,4,1769416204-0
Fashion,20-30 days,4,1769416204-1
20-30 days,successful,4,1769416204-2
successful,> 200%,4,1769416204-3
BE,Art,3,1769421507-0
Art,20-30 days,3,1769421507-1
20-30 days,successful,3,1769421507-2
successful,> 200%,3,1769421507-3
ES,Food,1,176959941-0
Food,> 50 days,1,176959941-1
> 50 days,canceled,1,176959941-2
canceled,< 10%,1,176959941-3
ES,Fashion,1,1769615919-0
Fashion,40-50 days,1,1769615919-1
40-50 days,failed,1,1769615919-2
failed,50% - 100%,1,1769615919-3
AT,Food,2,1769665961-0
Food,20-30 days,2,1769665961-1
20-30 days,successful,2,1769665961-2
successful,100% - 120%,2,1769665961-3
GB,Crafts,2,1769708287-0
Crafts,< 10 days,2,1769708287-1
< 10 days,failed,2,1769708287-2
failed,10% - 25%,2,1769708287-3
US,Film & Video,2,1769772834-0
Film & Video,40-50 days,2,1769772834-1
40-50 days,successful,2,1769772834-2
successful,50% - 100%,2,1769772834-3
AU,Publishing,1,1769962578-0
Publishing,< 10 days,1,1769962578-1
< 10 days,failed,1,1769962578-2
failed,25% - 50%,1,1769962578-3
HK,Technology,2,1770334256-0
Technology,> 50 days,2,1770334256-1
> 50 days,successful,2,1770334256-2
successful,> 200%,2,1770334256-3
MX,Design,3,1770601223-0
Design,30-50 days,3,1770601223-1
30-50 days,successful,3,1770601223-2
successful,100% - 120%,3,1770601223-3
CH,Music,1,1771281327-0
Music,30-50 days,1,1771281327-1
30-50 days,canceled,1,1771281327-2
canceled,< 10%,1,1771281327-3
MX,Design,3,1771382832-0
Design,30-50 days,3,1771382832-1
30-50 days,successful,3,1771382832-2
successful,> 200%,3,1771382832-3
US,Technology,3,1771567235-0
Technology,> 50 days,3,1771567235-1
> 50 days,suspended,3,1771567235-2
suspended,120% - 200%,3,1771567235-3
FR,Technology,3,1772287166-0
Technology,< 10 days,3,1772287166-1
< 10 days,failed,3,1772287166-2
failed,< 10%,3,1772287166-3
IT,Food,1,1772302110-0
Food,> 50 days,1,1772302110-1
> 50 days,failed,1,1772302110-2
failed,50% - 100%,1,1772302110-3
MX,Crafts,2,1772655950-0
Crafts,20-30 days,2,1772655950-1
20-30 days,live,2,1772655950-2
live,< 10%,2,1772655950-3
IT,Music,1,1772980021-0
Music,> 50 days,1,1772980021-1
> 50 days,failed,1,1772980021-2
failed,25% - 50%,1,1772980021-3
DK,Film & Video,1,1773109220-0
Film & Video,> 50 days,1,1773109220-1
> 50 days,failed,1,1773109220-2
failed,50% - 100%,1,1773109220-3
CA,Film & Video,1,177334143-0
Film & Video,30-50 days,1,177334143-1
30-50 days,canceled,1,177334143-2
canceled,25% - 50%,1,177334143-3
AU,Technology,2,1773769109-0
Technology,10-20 days,2,1773769109-1
10-20 days,failed,2,1773769109-2
failed,25% - 50%,2,1773769109-3
AU,Comics,2,1774074291-0
Comics,> 50 days,2,1774074291-1
> 50 days,failed,2,1774074291-2
failed,25% - 50%,2,1774074291-3
DE,Photography,3,1774339521-0
Photography,10-20 days,3,1774339521-1
10-20 days,failed,3,1774339521-2
failed,10% - 25%,3,1774339521-3
HK,Photography,2,1774349301-0
Photography,20-30 days,2,1774349301-1
20-30 days,failed,2,1774349301-2
failed,< 10%,2,1774349301-3
SG,Food,2,1774432009-0
Food,> 50 days,2,1774432009-1
> 50 days,failed,2,1774432009-2
failed,< 10%,2,1774432009-3
NL,Food,3,1774673028-0
Food,10-20 days,3,1774673028-1
10-20 days,successful,3,1774673028-2
successful,100% - 120%,3,1774673028-3
ES,Games,3,177542912-0
Games,20-30 days,3,177542912-1
20-30 days,live,3,177542912-2
live,< 10%,3,177542912-3
GB,Photography,1,1775851390-0
Photography,40-50 days,1,1775851390-1
40-50 days,canceled,1,1775851390-2
canceled,10% - 25%,1,1775851390-3
CA,Publishing,1,1775902420-0
Publishing,20-30 days,1,1775902420-1
20-30 days,live,1,1775902420-2
live,> 200%,1,1775902420-3
US,Fashion,1,1776291645-0
Fashion,30-50 days,1,1776291645-1
30-50 days,live,1,1776291645-2
live,100% - 120%,1,1776291645-3
SG,Fashion,1,1777575329-0
Fashion,< 10 days,1,1777575329-1
< 10 days,suspended,1,1777575329-2
suspended,> 200%,1,1777575329-3
SE,Fashion,1,1777654720-0
Fashion,20-30 days,1,1777654720-1
20-30 days,failed,1,1777654720-2
failed,50% - 100%,1,1777654720-3
SE,Art,1,1777818389-0
Art,< 10 days,1,1777818389-1
< 10 days,failed,1,1777818389-2
failed,< 10%,1,1777818389-3
LU,Publishing,1,1777832998-0
Publishing,40-50 days,1,1777832998-1
40-50 days,successful,1,1777832998-2
successful,100% - 120%,1,1777832998-3
CA,Games,1,1778035064-0
Games,10-20 days,1,1778035064-1
10-20 days,failed,1,1778035064-2
failed,25% - 50%,1,1778035064-3
AU,Theater,3,1778358521-0
Theater,30-50 days,3,1778358521-1
30-50 days,failed,3,1778358521-2
failed,< 10%,3,1778358521-3
FR,Film & Video,1,1779257890-0
Film & Video,40-50 days,1,1779257890-1
40-50 days,canceled,1,1779257890-2
canceled,10% - 25%,1,1779257890-3
FR,Photography,1,1779479238-0
Photography,20-30 days,1,1779479238-1
20-30 days,successful,1,1779479238-2
successful,> 200%,1,1779479238-3
DE,Publishing,1,1779918119-0
Publishing,20-30 days,1,1779918119-1
20-30 days,canceled,1,1779918119-2
canceled,25% - 50%,1,1779918119-3
IT,Film & Video,1,1780405175-0
Film & Video,< 10 days,1,1780405175-1
< 10 days,failed,1,1780405175-2
failed,25% - 50%,1,1780405175-3
FR,Fashion,5,178092345-0
Fashion,10-20 days,5,178092345-1
10-20 days,failed,5,178092345-2
failed,< 10%,5,178092345-3
DK,Design,3,1781325859-0
Design,40-50 days,3,1781325859-1
40-50 days,canceled,3,1781325859-2
canceled,< 10%,3,1781325859-3
IT,Art,1,1781761642-0
Art,40-50 days,1,1781761642-1
40-50 days,canceled,1,1781761642-2
canceled,< 10%,1,1781761642-3
AU,Film & Video,1,1782781476-0
Film & Video,20-30 days,1,1782781476-1
20-30 days,live,1,1782781476-2
live,25% - 50%,1,1782781476-3
NZ,Photography,1,1782893480-0
Photography,20-30 days,1,1782893480-1
20-30 days,successful,1,1782893480-2
successful,> 200%,1,1782893480-3
DE,Crafts,2,1783059492-0
Crafts,10-20 days,2,1783059492-1
10-20 days,failed,2,1783059492-2
failed,< 10%,2,1783059492-3
AU,Dance,1,1783512856-0
Dance,> 50 days,1,1783512856-1
> 50 days,successful,1,1783512856-2
successful,> 200%,1,1783512856-3
US,Film & Video,2,178416390-0
Film & Video,< 10 days,2,178416390-1
< 10 days,canceled,2,178416390-2
canceled,100% - 120%,2,178416390-3
MX,Technology,1,1784830463-0
Technology,30-50 days,1,1784830463-1
30-50 days,canceled,1,1784830463-2
canceled,50% - 100%,1,1784830463-3
CH,Dance,1,1785064742-0
Dance,30-50 days,1,1785064742-1
30-50 days,failed,1,1785064742-2
failed,< 10%,1,1785064742-3
US,Design,2,1785174700-0
Design,> 50 days,2,1785174700-1
> 50 days,live,2,1785174700-2
live,120% - 200%,2,1785174700-3
NZ,Art,2,1785324645-0
Art,30-50 days,2,1785324645-1
30-50 days,successful,2,1785324645-2
successful,120% - 200%,2,1785324645-3
NL,Design,1,1785700014-0
Design,20-30 days,1,1785700014-1
20-30 days,live,1,1785700014-2
live,< 10%,1,1785700014-3
MX,Design,1,1785922276-0
Design,20-30 days,1,1785922276-1
20-30 days,successful,1,1785922276-2
successful,> 200%,1,1785922276-3
NL,Food,1,1786237730-0
Food,20-30 days,1,1786237730-1
20-30 days,suspended,1,1786237730-2
suspended,< 10%,1,1786237730-3
CA,Technology,1,1786419894-0
Technology,40-50 days,1,1786419894-1
40-50 days,canceled,1,1786419894-2
canceled,> 200%,1,1786419894-3
SE,Music,1,1786604989-0
Music,> 50 days,1,1786604989-1
> 50 days,canceled,1,1786604989-2
canceled,< 10%,1,1786604989-3
CA,Comics,8,1787050776-0
Comics,30-50 days,8,1787050776-1
30-50 days,canceled,8,1787050776-2
canceled,< 10%,8,1787050776-3
CA,Music,1,1787282288-0
Music,< 10 days,1,1787282288-1
< 10 days,successful,1,1787282288-2
successful,120% - 200%,1,1787282288-3
GB,Music,2,1788285808-0
Music,20-30 days,2,1788285808-1
20-30 days,suspended,2,1788285808-2
suspended,10% - 25%,2,1788285808-3
US,Film & Video,1,1788540680-0
Film & Video,40-50 days,1,1788540680-1
40-50 days,canceled,1,1788540680-2
canceled,120% - 200%,1,1788540680-3
DE,Design,2,178907343-0
Design,20-30 days,2,178907343-1
20-30 days,suspended,2,178907343-2
suspended,< 10%,2,178907343-3
SE,Crafts,1,1790084170-0
Crafts,30-50 days,1,1790084170-1
30-50 days,successful,1,1790084170-2
successful,100% - 120%,1,1790084170-3
US,Dance,1,1790780812-0
Dance,40-50 days,1,1790780812-1
40-50 days,successful,1,1790780812-2
successful,> 200%,1,1790780812-3
AU,Art,1,1790843063-0
Art,< 10 days,1,1790843063-1
< 10 days,failed,1,1790843063-2
failed,50% - 100%,1,1790843063-3
NL,Design,1,1790856069-0
Design,> 50 days,1,1790856069-1
> 50 days,successful,1,1790856069-2
successful,120% - 200%,1,1790856069-3
CH,Comics,1,179105713-0
Comics,< 10 days,1,179105713-1
< 10 days,failed,1,179105713-2
failed,10% - 25%,1,179105713-3
MX,Games,2,1791134399-0
Games,40-50 days,2,1791134399-1
40-50 days,canceled,2,1791134399-2
canceled,10% - 25%,2,1791134399-3
CA,Games,1,1791257635-0
Games,30-50 days,1,1791257635-1
30-50 days,suspended,1,1791257635-2
suspended,< 10%,1,1791257635-3
NZ,Film & Video,3,1791265252-0
Film & Video,20-30 days,3,1791265252-1
20-30 days,failed,3,1791265252-2
failed,25% - 50%,3,1791265252-3
NL,Games,1,1791314910-0
Games,> 50 days,1,1791314910-1
> 50 days,failed,1,1791314910-2
failed,10% - 25%,1,1791314910-3
GB,Fashion,1,179139353-0
Fashion,30-50 days,1,179139353-1
30-50 days,suspended,1,179139353-2
suspended,120% - 200%,1,179139353-3
IE,Games,3,17915716-0
Games,> 50 days,3,17915716-1
> 50 days,failed,3,17915716-2
failed,< 10%,3,17915716-3
CH,Photography,2,1791769606-0
Photography,30-50 days,2,1791769606-1
30-50 days,failed,2,1791769606-2
failed,< 10%,2,1791769606-3
FR,Photography,1,1791941629-0
Photography,> 50 days,1,1791941629-1
> 50 days,successful,1,1791941629-2
successful,100% - 120%,1,1791941629-3
US,Photography,2,179250593-0
Photography,30-50 days,2,179250593-1
30-50 days,canceled,2,179250593-2
canceled,25% - 50%,2,179250593-3
DE,Design,2,1793485048-0
Design,> 50 days,2,1793485048-1
> 50 days,successful,2,1793485048-2
successful,120% - 200%,2,1793485048-3
